HCPC,SEQNUM,RECID,"LONG DESCRIPTION","SHORT DESCRIPTION",PRICE1,PRICE2,PRICE3,PRICE4,MULT_PI,CIM1,CIM2,CIM3,MCM1,MCM2,MCM3,STATUTE,LABCERT1,LABCERT2,LABCERT3,LABCERT4,LABCERT5,LABCERT6,LABCERT7,LABCERT8,XREF1,XREF2,XREF3,XREF4,XREF5,COV,ASC_GRP,ASC_DT,OPPS,OPPS_PI,OPPS_DT,PROCNOTE,BETOS,TOS1,TOS2,TOS3,TOS4,TOS5,ANEST_BU,"ADD DT","ACT EFF DT","TERM DT","ACTION CD"
A4311,0010,3,"Insertion tray without drainage bag with indwelling catheter, foley type, two-way latex with coating (teflon, silicone, silicone elastomer or hydrophilic, etc.)","Catheter w/o bag 2-way latex",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19900101,19900101,,N
A4312,0010,3,"Insertion tray without drainage bag with indwelling catheter, foley type, two-way, all silicone","Cath w/o bag 2-way silicone",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19900101,19900101,,N
A4313,0010,3,"Insertion tray without drainage bag with indwelling catheter, foley type, three-way, for continuous irrigation","Catheter w/bag 3-way",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19900101,19900101,,N
A4314,0010,3,"Insertion tray with drainage bag with indwelling catheter, foley type, two-way latex with coating (teflon, silicone, silicone elastomer or hydrophilic, etc.)","Cath w/drainage 2-way latex",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19900101,19900101,,N
A4315,0010,3,"Insertion tray with drainage bag with indwelling catheter, foley type, two-way, all silicone","Cath w/drainage 2-way silcne",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19900101,19900101,,N
A4316,0010,3,"Insertion tray with drainage bag with indwelling catheter, foley type, three-way, for continuous irrigation","Cath w/drainage 3-way",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19900101,19900101,,N
A4320,0010,3,"Irrigation tray with bulb or piston syringe, any purpose","Irrigation tray",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1A,P,,,,,"  0",19900101,19920101,,N
A4321,0010,3,"Therapeutic agent for urinary catheter irrigation","Cath therapeutic irrig agent",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19970101,20030101,,N
A4322,0010,3,"Irrigation syringe, bulb or piston, each","Irrigation syringe",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19900101,19960101,,N
A4326,0010,3,"Male external catheter with integral collection chamber, any type, each","Male external catheter",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19900101,20070101,,N
A4327,0010,3,"Female external urinary collection device; meatal cup, each","Fem urinary collect dev cup",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19900101,19900101,,N
A4328,0010,3,"Female external urinary collection device; pouch, each","Fem urinary collect pouch",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19900101,19900101,,N
A4330,0010,3,"Perianal fecal collection pouch with adhesive, each","Stool collection pouch",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19900101,19960101,,N
A4331,0010,3,"Extension drainage tubing, any type, any length, with connector/adaptor, for use with urinary leg bag or urostomy pouch, each","Extension drainage tubing",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20010101,20030101,,N
A4332,0010,3,"Lubricant, individual sterile packet, each","Lube sterile packet",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20010101,20050101,,N
A4333,0010,3,"Urinary catheter anchoring device, adhesive skin attachment, each","Urinary cath anchor device",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20010101,20030101,,N
A4334,0010,3,"Urinary catheter anchoring device, leg strap, each","Urinary cath leg strap",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20010101,20030101,,N
A4335,0010,3,"Incontinence supply; miscellaneous","Incontinence supply",46,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19900101,19900101,,N
A4336,0010,3,"Incontinence supply, urethral insert, any type, each","Urethral insert",37,,,,A,,,,,,,,,,,,,,,,,,,,,D,,,,,,0124,D1F,P,,,,,"  0",20100101,20100101,,N
A4337,0010,3,"Incontinence supply, rectal insert, any type, each","Incontinent rectal insert",38,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20160101,20160101,,N
A4338,0010,3,"Indwelling catheter; foley type, two-way latex with coating (teflon, silicone, silicone elastomer, or hydrophilic, etc.), each","Indwelling catheter latex",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19900101,19960101,,N
A4340,0010,3,"Indwelling catheter; specialty type, (e.g., coude, mushroom, wing, etc.), each","Indwelling catheter special",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19900101,19960101,,N
A4344,0010,3,"Indwelling catheter, foley type, two-way, all silicone, each","Cath indw foley 2 way silicn",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19830101,19960101,,N
A4346,0010,3,"Indwelling catheter; foley type, three way for continuous irrigation, each","Cath indw foley 3 way",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19830101,19960101,,N
A4349,0010,3,"Male external catheter, with or without adhesive, disposable, each","Disposable male external cat",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1A,P,,,,,"  0",20050101,20050101,,N
A4351,0010,3,"Intermittent urinary catheter; straight tip, with or without coating (teflon, silicone, silicone elastomer, or hydrophilic, etc.), each","Straight tip urine catheter",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19900101,20020101,,N
A4352,0010,3,"Intermittent urinary catheter; coude (curved) tip, with or without coating (teflon, silicone, silicone elastomeric, or hydrophilic, etc.), each","Coude tip urinary catheter",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19900101,20020101,,N
A4353,0010,3,"Intermittent urinary catheter, with insertion supplies","Intermittent urinary cath",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19970101,20030101,,N
A4354,0010,3,"Insertion tray with drainage bag but without catheter","Cath insertion tray w/bag",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19860101,19900101,,N
A4355,0010,3,"Irrigation tubing set for continuous bladder irrigation through a three-way indwelling foley catheter, each","Bladder irrigation tubing",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19840101,19960101,,N
A4356,0010,3,"External urethral clamp or compression device (not to be used for catheter clamp), each","Ext ureth clmp or compr dvc",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19850101,19960101,,N
A4357,0010,3,"Bedside drainage bag, day or night, with or without anti-reflux device, with or without tube, each","Bedside drainage bag",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19850101,19960101,,N
A4358,0010,3,"Urinary drainage bag, leg or abdomen, vinyl, with or without tube, with straps, each","Urinary leg or abdomen bag",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19850101,20020101,,N
A4360,0010,3,"Disposable external urethral clamp or compression device, with pad and/or pouch, each","Disposable ext urethral dev",37,,,,A,,,,,,,,,,,,,,,,,,,,,D,,,,,,0124,D1F,9,,,,,"  0",20100101,20100101,,N
A4361,0010,3,"Ostomy faceplate, each","Ostomy face plate",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19850101,19960101,,N
A4362,0010,3,"Skin barrier; solid, 4 x 4 or equivalent; each","Solid skin barrier",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19850101,19900101,,N
A4363,0010,3,"Ostomy clamp, any type, replacement only, each","Ostomy clamp, replacement",37,,,,A,,,,,,,,,,,,,,,,,,,,,D,,,,,,0124,D1F,P,,,,,"  0",20060101,20060101,,N
A4364,0010,3,"Adhesive, liquid or equal, any type, per oz","Adhesive, liquid or equal",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19850101,20030101,,N
A4366,0010,3,"Ostomy vent, any type, each","Ostomy vent",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
A4367,0010,3,"Ostomy belt, each","Ostomy belt",37,,,,A,,,,2130A,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19850101,19960101,,N
A4368,0010,3,"Ostomy filter, any type, each","Ostomy filter",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19970101,19970101,,N
A4369,0010,3,"Ostomy skin barrier, liquid (spray, brush, etc.), per oz","Skin barrier liquid per oz",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4371,0010,3,"Ostomy skin barrier, powder, per oz","Skin barrier powder per oz",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4372,0010,3,"Ostomy skin barrier, solid 4 x 4 or equivalent, standard wear, with built-in convexity, each","Skin barrier solid 4x4 equiv",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20060101,,N
A4373,0010,3,"Ostomy skin barrier, with flange (solid, flexible or accordion), with built-in convexity, any size, each","Skin barrier with flange",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4375,0010,3,"Ostomy pouch, drainable, with faceplate attached, plastic, each","Drainable plastic pch w fcpl",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4376,0010,3,"Ostomy pouch, drainable, with faceplate attached, rubber, each","Drainable rubber pch w fcplt",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4377,0010,3,"Ostomy pouch, drainable, for use on faceplate, plastic, each","Drainable plstic pch w/o fp",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4378,0010,3,"Ostomy pouch, drainable, for use on faceplate, rubber, each","Drainable rubber pch w/o fp",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4379,0010,3,"Ostomy pouch, urinary, with faceplate attached, plastic, each","Urinary plastic pouch w fcpl",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4380,0010,3,"Ostomy pouch, urinary, with faceplate attached, rubber, each","Urinary rubber pouch w fcplt",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4381,0010,3,"Ostomy pouch, urinary, for use on faceplate, plastic, each","Urinary plastic pouch w/o fp",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4382,0010,3,"Ostomy pouch, urinary, for use on faceplate, heavy plastic, each","Urinary hvy plstc pch w/o fp",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4383,0010,3,"Ostomy pouch, urinary, for use on faceplate, rubber, each","Urinary rubber pouch w/o fp",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4384,0010,3,"Ostomy faceplate equivalent, silicone ring, each","Ostomy faceplt/silicone ring",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4385,0010,3,"Ostomy skin barrier, solid 4 x 4 or equivalent, extended wear, without built-in convexity, each","Ost skn barrier sld ext wear",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4387,0010,3,"Ostomy pouch, closed, with barrier attached, with built-in convexity (1 piece), each","Ost clsd pouch w att st barr",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4388,0010,3,"Ostomy pouch, drainable, with extended wear barrier attached, (1 piece), each","Drainable pch w ex wear barr",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4389,0010,3,"Ostomy pouch, drainable, with barrier attached, with built-in convexity (1 piece), each","Drainable pch w st wear barr",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4390,0010,3,"Ostomy pouch, drainable, with extended wear barrier attached, with built-in convexity (1 piece), each","Drainable pch ex wear convex",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4391,0010,3,"Ostomy pouch, urinary, with extended wear barrier attached (1 piece), each","Urinary pouch w ex wear barr",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4392,0010,3,"Ostomy pouch, urinary, with standard wear barrier attached, with built-in convexity (1 piece), each","Urinary pouch w st wear barr",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4393,0010,3,"Ostomy pouch, urinary, with extended wear barrier attached, with built-in convexity (1 piece), each","Urine pch w ex wear bar conv",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4394,0010,3,"Ostomy deodorant, with or without lubricant, for use in ostomy pouch, per fluid ounce","Ostomy pouch liq deodorant",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20070101,,N
A4395,0010,3,"Ostomy deodorant for use in ostomy pouch, solid, per tablet","Ostomy pouch solid deodorant",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20000101,20030101,,N
A4396,0010,3,"Ostomy belt with peristomal hernia support","Peristomal hernia supprt blt",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20010101,20030101,,N
A4397,0010,3,"Irrigation supply; sleeve, each","Irrigation supply sleeve",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19900101,20220101,20211231,N
A4398,0010,3,"Ostomy irrigation supply; bag, each","Ostomy irrigation bag",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19890101,19970101,,N
A4399,0010,3,"Ostomy irrigation supply; cone/catheter, with or without brush","Ostomy irrig cone/cath w brs",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19890101,20110101,,N
A4400,0010,3,"Ostomy irrigation set","Ostomy irrigation set",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19820101,19900101,,N
A4402,0010,3,"Lubricant, per ounce","Lubricant per ounce",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19850101,19950101,,N
A4404,0010,3,"Ostomy ring, each","Ostomy ring each",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19850101,19950101,,N
A4405,0010,3,"Ostomy skin barrier, non-pectin based, paste, per ounce","Nonpectin based ostomy paste",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20030101,20030101,,N
A4406,0010,3,"Ostomy skin barrier, pectin-based, paste, per ounce","Pectin based ostomy paste",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20030101,20030101,,N
A4407,0010,3,"Ostomy skin barrier, with flange (solid, flexible, or accordion), extended wear, with built-in convexity, 4 x 4 inches or smaller, each","Ext wear ost skn barr <=4sq""",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20030101,20030101,,N
A4408,0010,3,"Ostomy skin barrier, with flange (solid, flexible or accordion), extended wear, with built-in convexity, larger than 4 x 4 inches, each","Ext wear ost skn barr >4sq""",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20030101,20030101,,N
A4409,0010,3,"Ostomy skin barrier, with flange (solid, flexible or accordion), extended wear, without built-in convexity, 4 x 4 inches or smaller, each","Ost skn barr convex <=4 sq i",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20030101,20060101,,N
A4410,0010,3,"Ostomy skin barrier, with flange (solid, flexible or accordion), extended wear, without built-in convexity, larger than 4 x 4 inches, each","Ost skn barr extnd >4 sq",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20030101,20060101,,N
A4411,0010,3,"Ostomy skin barrier, solid 4 x 4 or equivalent, extended wear, with built-in convexity, each","Ost skn barr extnd =4sq",37,,,,A,,,,,,,,,,,,,,,,,,,,,D,,,,,,0124,D1F,P,,,,,"  0",20060101,20060101,,N
A4412,0010,3,"Ostomy pouch, drainable, high output, for use on a barrier with flange (2 piece system), without filter, each","Ost pouch drain high output",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,0124,D1F,P,,,,,"  0",20060101,20060101,,N
A4413,0010,3,"Ostomy pouch, drainable, high output, for use on a barrier with flange (2 piece system), with filter, each","2 pc drainable ost pouch",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20030101,20030101,,N
A4414,0010,3,"Ostomy skin barrier, with flange (solid, flexible or accordion), without built-in convexity, 4 x 4 inches or smaller, each","Ost sknbar w/o conv<=4 sq in",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20030101,20060101,,N
A4415,0010,3,"Ostomy skin barrier, with flange (solid, flexible or accordion), without built-in convexity, larger than 4 x 4 inches, each","Ost skn barr w/o conv >4 sqi",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20030101,20060101,,N
A4416,0010,3,"Ostomy pouch, closed, with barrier attached, with filter (1 piece), each","Ost pch clsd w barrier/filtr",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
A4417,0010,3,"Ostomy pouch, closed, with barrier attached, with built-in convexity, with filter (1 piece), each","Ost pch w bar/bltinconv/fltr",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
A4418,0010,3,"Ostomy pouch, closed; without barrier attached, with filter (1 piece), each","Ost pch clsd w/o bar w filtr",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
A4419,0010,3,"Ostomy pouch, closed; for use on barrier with non-locking flange, with filter (2 piece), each","Ost pch for bar w flange/flt",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
A4420,0010,3,"Ostomy pouch, closed; for use on barrier with locking flange (2 piece), each","Ost pch clsd for bar w lk fl",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
A4421,0010,3,"Ostomy supply; miscellaneous","Ostomy supply misc",46,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19850101,20180101,,N
A4422,0010,3,"Ostomy absorbent material (sheet/pad/crystal packet) for use in ostomy pouch to thicken liquid stomal output, each","Ost pouch absorbent material",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20030101,20030101,,N
A4423,0010,3,"Ostomy pouch, closed; for use on barrier with locking flange, with filter (2 piece), each","Ost pch for bar w lk fl/fltr",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
A4424,0010,3,"Ostomy pouch, drainable, with barrier attached, with filter (1 piece), each","Ost pch drain w bar & filter",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
A4425,0010,3,"Ostomy pouch, drainable; for use on barrier with non-locking flange, with filter (2 piece system), each","Ost pch drain for barrier fl",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
A4426,0010,3,"Ostomy pouch, drainable; for use on barrier with locking flange (2 piece system), each","Ost pch drain 2 piece system",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
A4427,0010,3,"Ostomy pouch, drainable; for use on barrier with locking flange, with filter (2 piece system), each","Ost pch drain/barr lk flng/f",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
A4428,0010,3,"Ostomy pouch, urinary, with extended wear barrier attached, with faucet-type tap with valve (1 piece), each","Urine ost pouch w faucet/tap",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
A4429,0010,3,"Ostomy pouch, urinary, with barrier attached, with built-in convexity, with faucet-type tap with valve (1 piece), each","Urine ost pouch w bltinconv",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
A4430,0010,3,"Ostomy pouch, urinary, with extended wear barrier attached, with built-in convexity, with faucet-type tap with valve (1 piece), each","Ost urine pch w b/bltin conv",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
A4431,0010,3,"Ostomy pouch, urinary; with barrier attached, with faucet-type tap with valve (1 piece), each","Ost pch urine w barrier/tapv",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
A4432,0010,3,"Ostomy pouch, urinary; for use on barrier with non-locking flange, with faucet-type tap with valve (2 piece), each","Os pch urine w bar/fange/tap",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
A4433,0010,3,"Ostomy pouch, urinary; for use on barrier with locking flange (2 piece), each","Urine ost pch bar w lock fln",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
A4434,0010,3,"Ostomy pouch, urinary; for use on barrier with locking flange, with faucet-type tap with valve (2 piece), each","Ost pch urine w lock flng/ft",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20040101,20040101,,N
A4435,0010,3,"Ostomy pouch, drainable, high output, with extended wear barrier (one-piece system), with or without filter, each","1pc ost pch drain hgh output",37,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20130101,20130101,,N
A4436,0010,3,"Irrigation supply; sleeve, reusable, per month","Irr supply sleev reus per mo",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20220101,20220101,,N
A4437,0010,3,"Irrigation supply; sleeve, disposable, per month","Irr supply sleev disp per mo",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20220101,20220101,,N
A4450,0010,3,"Tape, non-waterproof, per 18 square inches","Non-waterproof tape",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,L,P,,,,"  0",20030101,20030101,,N
A4452,0010,3,"Tape, waterproof, per 18 square inches","Waterproof tape",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,L,P,,,,"  0",20030101,20030101,,N
A4453,0010,3,"Rectal catheter for use with the manual pump-operated enema system, replacement only","Rec cath man pump enema repl",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,9,,,,,"  0",20211001,20211001,,N
A4455,0010,3,"Adhesive remover or solvent (for tape, cement or other adhesive), per ounce","Adhesive remover per ounce",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19890101,19950101,,N
A4456,0010,3,"Adhesive remover, wipes, any type, each","Adhesive remover, wipes",37,,,,A,,,,2130,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",20100101,20100101,,N
A4458,0010,3,"Enema bag with tubing, reusable","Reusable enema bag",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,9,,,,,"  0",20030101,20070101,,N
A4459,0010,3,"Manual pump-operated enema system, includes balloon, catheter and all accessories, reusable, any type","Manual pump enema, reusable",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,9,,,,,"  0",20150101,20150101,,N
